"date","swe_nos","daily_tot_precip_nos","two_day_tot_precip_nos","three_day_tot_precip_nos"
"2015-06-03",NA,7,9,17
"2015-06-04",NA,8,15,17
"2015-06-05",NA,10,18,25
"2015-06-06",NA,11,21,29
"2015-06-07",NA,13,24,34
"2015-06-08",NA,10,23,34
"2015-06-09",NA,11,21,34
"2015-06-10",NA,10,21,31
"2015-06-11",NA,7,17,28
"2015-06-12",NA,6,13,23
"2015-06-13",NA,10,16,23
"2015-06-14",NA,7,17,23
"2015-06-15",NA,11,18,28
"2015-06-16",NA,9,20,27
"2015-06-17",NA,4,13,24
"2015-06-18",NA,6,10,19
"2015-06-19",NA,6,12,16
"2015-06-20",NA,6,12,18
"2015-06-21",NA,7,13,19
"2015-06-22",NA,9,16,22
"2015-06-23",NA,9,18,25
"2015-06-24",NA,4,13,22
"2015-06-25",NA,3,7,16
"2015-06-26",NA,11,14,18
"2015-06-27",NA,12,23,26
"2015-06-28",NA,14,26,37
"2015-06-29",NA,6,20,32
"2015-06-30",NA,5,11,25
"2015-07-01",NA,8,13,19
"2015-07-02",NA,13,21,26
"2015-07-03",NA,11,24,32
"2015-07-04",NA,11,22,35
"2015-07-05",NA,10,21,32
"2015-07-06",NA,9,19,30
"2015-07-07",NA,13,22,32
"2015-07-08",NA,13,26,35
"2015-07-09",NA,13,26,39
"2015-07-10",NA,11,24,37
"2015-07-11",NA,1,12,25
"2015-07-12",NA,6,7,18
"2015-07-13",NA,6,12,13
"2015-07-14",NA,8,14,20
"2015-07-15",NA,4,12,18
"2015-07-16",NA,7,11,19
"2015-07-17",NA,5,12,16
"2015-07-18",NA,10,15,22
"2015-07-19",NA,13,23,28
"2015-07-20",NA,9,22,32
"2015-07-21",NA,7,16,29
"2015-07-22",NA,5,12,21
"2015-07-23",NA,8,13,20
"2015-07-24",NA,0,8,13
"2015-07-25",NA,3,3,11
"2015-07-26",NA,4,7,7
"2015-07-27",NA,9,13,16
"2015-07-28",NA,3,12,16
"2015-07-29",NA,9,12,21
"2015-07-30",NA,18,23,27
"2015-07-31",NA,11,29,34
"2015-08-01",NA,10,21,39
"2015-08-02",NA,7,17,28
"2015-08-03",NA,6,13,23
"2015-08-04",NA,9,15,22
"2015-08-05",NA,0,9,15
"2015-08-06",NA,6,6,15
"2015-08-07",NA,2,8,8
"2015-08-08",NA,0,2,8
"2015-08-09",NA,2,2,4
"2015-08-10",NA,5,7,7
"2015-08-11",NA,7,12,14
"2015-08-12",NA,11,18,23
"2015-08-13",NA,10,21,28
"2015-08-14",NA,8,18,29
"2015-08-15",NA,0,8,18
"2015-08-16",NA,3,3,11
"2015-08-17",NA,6,9,9
"2015-08-18",NA,6,12,15
"2015-08-19",NA,9,15,21
"2015-08-20",NA,7,16,22
"2015-08-21",NA,5,12,21
"2015-08-22",NA,9,14,21
"2015-08-23",NA,9,18,23
"2015-08-24",NA,7,16,25
"2015-08-25",NA,7,14,23
"2015-08-26",NA,10,17,24
"2015-08-27",NA,8,18,25
"2015-08-28",NA,5,13,23
"2015-08-29",NA,0,5,13
"2015-08-30",NA,0,0,5
"2015-08-31",NA,0,0,0
"2015-09-01",NA,0,0,0
"2015-09-02",NA,1,1,1
"2015-09-03",NA,0,1,1
"2015-09-04",NA,0,0,1
"2015-09-05",NA,1,1,1
"2015-09-06",NA,0,1,1
"2015-09-07",NA,0,0,1
"2015-09-08",NA,0,0,0
"2015-09-09",NA,0,0,0
"2015-09-10",NA,0,0,0
"2015-09-11",NA,1,1,1
"2015-09-12",NA,10,11,11
"2015-09-13",NA,1,11,12
"2015-09-14",NA,1,2,12
"2015-09-15",NA,4,5,6
"2015-09-16",NA,2,6,7
"2015-09-17",NA,2,4,8
"2015-09-18",NA,1,3,5
"2015-09-19",NA,2,3,5
"2015-09-20",NA,1,3,4
"2015-09-21",NA,3,4,6
"2015-09-22",NA,2,5,6
"2015-09-23",NA,0,2,5
"2015-09-24",NA,1,1,3
"2015-09-25",NA,3,4,4
"2015-09-26",NA,2,5,6
"2015-09-27",NA,5,7,10
"2015-09-28",NA,7,12,14
"2015-09-29",NA,6,13,18
"2015-09-30",NA,6,12,19
"2015-10-01",NA,3,9,15
"2015-10-02",NA,4,7,13
"2015-10-03",NA,4,8,11
"2015-10-07",NA,5.5,9.5,14.5
"2015-10-08",NA,1,6.5,10.5
"2015-10-09",NA,1,2,7.5
"2015-10-10",NA,0,1,2
"2015-10-11",NA,2,2,3
"2015-10-12",NA,5,7,7
"2015-10-13",NA,5,10,12
"2015-10-14",NA,5,10,15
"2015-10-15",NA,7,12,17
"2015-10-16",NA,8,15,20
"2015-10-17",NA,0,8,15
"2015-10-18",NA,3,3,11
"2015-10-19",NA,2,5,5
"2015-10-20",NA,6,8,11
"2015-10-21",NA,1,7,9
"2015-10-22",NA,2,3,9
"2015-10-23",NA,4,6,7
"2015-10-24",NA,4,8,10
"2015-10-25",NA,2,6,10
"2015-10-26",NA,6,8,12
"2015-10-27",NA,3,9,11
"2015-10-28",NA,4,7,13
"2015-10-29",NA,1,5,8
"2015-10-30",NA,6,7,11
"2015-10-31",NA,3,9,10
"2015-11-01",6,8,11,17
"2015-11-02",6,3,11,14
"2015-11-03",5,2,5,13
"2015-11-04",6,3,5,8
"2015-11-05",5,2,5,7
"2015-11-06",8,4,6,9
"2015-11-07",5,0,4,6
"2015-11-08",2,1,1,5
"2015-11-09",0,0,1,1
"2015-11-10",1,7,7,8
"2015-11-11",10,9,16,16
"2015-11-12",18,8,17,24
"2015-11-13",41,25,33,42
"2015-11-14",48,7,32,40
"2015-11-15",50,2,9,34
"2015-11-16",59,10,12,19
"2015-11-17",76,17,27,29
"2015-11-18",78,3,20,30
"2015-11-19",75,0,3,20
"2015-11-20",75,2,2,5
"2015-11-21",79,4,6,6
"2015-11-22",81,2,6,8
"2015-11-23",88,7,9,13
"2015-11-24",86,0,7,9
"2015-11-25",83,1,1,8
"2015-11-26",84,1,2,2
"2015-11-27",84,0,1,2
"2015-11-28",86,3,3,4
"2015-11-29",86,1,4,4
"2015-11-30",87,1,2,5
"2015-12-01",94,7,8,9
"2015-12-02",100,6,13,14
"2015-12-03",117,17,23,30
"2015-12-04",124,10,27,33
"2015-12-05",134,10,20,37
"2015-12-06",155,21,31,41
"2015-12-07",178,23,44,54
"2015-12-08",211,34,57,78
"2015-12-09",217,8,42,65
"2015-12-10",218,2,10,44
"2015-12-11",218,0,2,10
"2015-12-12",228,10,10,12
"2015-12-13",229,4,14,14
"2015-12-14",228,2,6,16
"2015-12-15",231,4,6,10
"2015-12-16",229,0,4,6
"2015-12-17",236,7,7,11
"2015-12-18",246,10,17,17
"2015-12-19",250,4,14,21
"2015-12-20",263,14,18,28
"2015-12-21",265,2,16,20
"2015-12-22",264,1,3,17
"2015-12-23",265,1,2,4
"2015-12-24",263,0,1,2
"2015-12-25",258,0,0,1
"2015-12-26",268,10,10,10
"2015-12-27",274,6,16,16
"2015-12-28",270,2,8,18
"2015-12-29",267,1,3,9
"2015-12-30",265,1,2,4
"2015-12-31",267,2,3,4
"2016-01-01",269,2,4,5
"2016-01-02",269,1,3,5
"2016-01-03",271,2,3,5
"2016-01-04",272,5,7,8
"2016-01-05",277,6,11,13
"2016-01-06",273,0,6,11
"2016-01-07",268,2,2,8
"2016-01-08",269,2,4,4
"2016-01-09",267,2,4,6
"2016-01-10",272,5,7,9
"2016-01-11",277,5,10,12
"2016-01-12",285,8,13,18
"2016-01-13",286,6,14,19
"2016-01-14",288,5,11,19
"2016-01-15",288,5,10,16
"2016-01-16",298,10,15,20
"2016-01-17",302,8,18,23
"2016-01-18",302,2,10,20
"2016-01-19",305,3,5,13
"2016-01-20",301,3,6,8
"2016-01-21",323,22,25,28
"2016-01-22",338,15,37,40
"2016-01-23",340,2,17,39
"2016-01-24",337,0,2,17
"2016-01-25",340,3,3,5
"2016-01-26",354,14,17,17
"2016-01-27",361,8,22,25
"2016-01-28",382,23,31,45
"2016-01-29",388,7,30,38
"2016-01-30",388,1,8,31
"2016-01-31",392,4,5,12
"2016-02-01",394,3,7,8
"2016-02-02",397,4,7,11
"2016-02-03",400,3,7,10
"2016-02-04",398,4,7,11
"2016-02-05",425,28,32,35
"2016-02-06",413,5,33,37
"2016-02-07",416,8,13,41
"2016-02-08",415,6,14,19
"2016-02-09",423,11,17,25
"2016-02-10",417,3,14,20
"2016-02-11",420,9,12,23
"2016-02-12",428,11,20,23
"2016-02-13",438,11,22,31
"2016-02-14",446,15,26,37
"2016-02-15",445,12,27,38
"2016-02-16",450,12,24,39
"2016-02-17",461,11,23,35
"2016-02-18",460,6,17,29
"2016-02-19",458,4,10,21
"2016-02-20",445,2,6,12
"2016-02-21",461,18,20,24
"2016-02-22",456,5,23,25
"2016-02-23",473,17,22,40
"2016-02-24",469,5,22,27
"2016-02-25",474,9,14,31
"2016-02-26",477,5,14,19
"2016-02-27",471,4,9,18
"2016-02-28",473,9,13,18
"2016-02-29",459,2,11,15
"2016-03-01",496,37,39,48
"2016-03-02",480,6,43,45
"2016-03-03",480,12,18,55
"2016-03-04",510,30,42,48
"2016-03-05",515,18,48,60
"2016-03-06",525,19,37,67
"2016-03-07",515,0,19,37
"2016-03-08",522,9,9,28
"2016-03-09",534,13,22,22
"2016-03-10",548,29,42,51
"2016-03-11",563,17,46,59
"2016-03-12",568,9,26,55
"2016-03-13",583,16,25,42
"2016-03-14",563,0,16,25
"2016-03-15",562,2,2,18
"2016-03-16",562,3,5,5
"2016-03-17",566,7,10,12
"2016-03-18",579,13,20,23
"2016-03-19",580,4,17,24
"2016-03-20",592,12,16,29
"2016-03-21",584,1,13,17
"2016-03-22",570,0,1,13
"2016-03-23",584,14,14,15
"2016-03-24",579,3,17,17
"2016-03-25",577,5,8,22
"2016-03-26",592,15,20,23
"2016-03-27",586,1,16,21
"2016-03-28",584,7,8,23
"2016-03-29",594,14,21,22
"2016-03-30",600,11,25,32
"2016-03-31",600,7,18,32
"2016-04-01",600,7,14,25
"2016-04-02",600,4,11,18
"2016-04-03",602,10,14,21
"2016-04-04",585,0,10,14
"2016-04-05",588,14,14,24
"2016-04-06",582,6,20,20
"2016-04-07",594,17,23,37
"2016-04-08",593,10,27,33
"2016-04-09",588,14,24,41
"2016-04-10",584,9,23,33
"2016-04-11",577,4,13,27
"2016-04-12",575,5,9,18
"2016-04-13",585,15,20,24
"2016-04-14",586,9,24,29
"2016-04-15",571,2,11,26
"2016-04-16",570,6,8,17
"2016-04-17",563,1,7,9
"2016-04-18",556,8,9,15
"2016-04-19",546,8,16,17
"2016-04-20",536,10,18,26
"2016-04-21",517,7,17,25
"2016-04-22",500,3,10,20
"2016-04-23",473,0,3,10
"2016-04-24",445,0,0,3
"2016-04-25",430,3,3,3
"2016-04-26",428,8,11,11
"2016-04-27",418,0,8,11
"2016-04-28",405,9,9,17
"2016-04-29",386,5,14,14
"2016-04-30",369,10,15,24
"2016-05-01",NA,8,18,23
"2016-05-02",NA,4,12,22
"2016-05-03",NA,0,4,12
"2016-05-04",NA,2,2,6
"2016-05-05",NA,11,13,13
"2016-05-06",NA,12,23,25
"2016-05-07",NA,6,18,29
"2016-05-08",NA,4,10,22
"2016-05-09",NA,4,8,14
"2016-05-10",NA,6,10,14
"2016-05-11",NA,2,8,12
"2016-05-12",NA,0,2,8
"2016-05-13",NA,0,0,2
"2016-05-14",NA,1,1,1
"2016-05-15",NA,2,3,3
"2016-05-16",NA,2,4,5
"2016-05-17",NA,4,6,8
"2016-05-18",NA,2,6,8
"2016-05-19",NA,1,3,7
"2016-05-20",NA,3,4,6
"2016-05-21",NA,5,8,9
"2016-05-22",NA,5,10,13
"2016-05-23",NA,6,11,16
"2016-05-24",NA,7,13,18
"2016-05-25",NA,8,15,21
"2016-05-26",NA,5,13,20
"2016-05-27",NA,6,11,19
"2016-05-28",NA,5,11,16
"2016-05-29",NA,9,14,20
"2016-05-30",NA,8,17,22
"2016-05-31",NA,8,16,25
"2016-06-01",NA,4,12,20
"2016-06-02",NA,4,8,16
"2016-06-03",NA,5,9,13
"2016-06-04",NA,9,14,18
"2016-06-05",NA,10,19,24
"2016-06-06",NA,8,18,27
"2016-06-07",NA,10,18,28
"2016-06-08",NA,8,18,26
"2016-06-09",NA,6,14,24
"2016-06-10",NA,6,12,20
"2016-06-11",NA,4,10,16
"2016-06-12",NA,4,8,14
"2016-06-13",NA,5,9,13
"2016-06-14",NA,6,11,15
"2016-06-15",NA,7,13,18
"2016-06-16",NA,3,10,16
"2016-06-17",NA,7,10,17
"2016-06-18",NA,9,16,19
"2016-06-19",NA,7,16,23
"2016-06-20",NA,10,17,26
"2016-06-21",NA,7,17,24
"2016-06-22",NA,6,13,23
"2016-06-23",NA,5,11,18
"2016-06-24",NA,6,11,17
"2016-06-25",NA,6,12,17
"2016-06-26",NA,11,17,23
"2016-06-27",NA,11,22,28
"2016-06-28",NA,10,21,32
"2016-06-29",NA,10,20,31
"2016-06-30",NA,8,18,28
"2016-07-01",NA,4,12,22
"2016-07-02",NA,4,8,16
"2016-07-03",NA,3,7,11
"2016-07-04",NA,2,5,9
"2016-07-05",NA,4,6,9
"2016-07-06",NA,8,12,14
"2016-07-07",NA,3,11,15
"2016-07-08",NA,4,7,15
"2016-07-09",NA,5,9,12
"2016-07-10",NA,6,11,15
"2016-07-11",NA,7,13,18
"2016-07-12",NA,6,13,19
"2016-07-13",NA,9,15,22
"2016-07-14",NA,3,12,18
"2016-07-15",NA,2,5,14
"2016-07-16",NA,6,8,11
"2016-07-17",NA,7,13,15
"2016-07-18",NA,6,13,19
"2016-07-19",NA,7,13,20
"2016-07-20",NA,6,13,19
"2016-07-21",NA,8,14,21
"2016-07-22",NA,8,16,22
"2016-07-23",NA,6,14,22
"2016-07-24",NA,8,14,22
"2016-07-25",NA,8,16,22
"2016-07-26",NA,11,19,27
"2016-07-27",NA,8,19,27
"2016-07-28",NA,8,16,27
"2016-07-29",NA,10,18,26
"2016-07-30",NA,7,17,25
"2016-07-31",NA,7,14,24
"2016-08-01",NA,6,13,20
"2016-08-02",NA,2,8,15
"2016-08-03",NA,7,9,15
"2016-08-04",NA,7,14,16
"2016-08-05",NA,1,8,15
"2016-08-06",NA,6,7,14
"2016-08-07",NA,4,10,11
"2016-08-08",NA,4,8,14
"2016-08-09",NA,4,8,12
"2016-08-10",NA,6,10,14
"2016-08-11",NA,9,15,19
"2016-08-12",NA,9,18,24
"2016-08-13",NA,8,17,26
"2016-08-14",NA,6,14,23
"2016-08-15",NA,8,14,22
"2016-08-16",NA,8,16,22
"2016-08-17",NA,8,16,24
"2016-08-18",NA,9,17,25
"2016-08-19",NA,9,18,26
"2016-08-20",NA,9,18,27
"2016-08-21",NA,0,9,18
"2016-08-22",NA,2,2,11
"2016-08-23",NA,7,9,9
"2016-08-24",NA,7,14,16
"2016-08-25",NA,7,14,21
"2016-08-26",NA,7,14,21
"2016-08-27",NA,5,12,19
"2016-08-28",NA,1,6,13
"2016-08-29",NA,1,2,7
"2016-08-30",NA,1,2,3
"2016-08-31",NA,1,2,3
"2016-09-01",NA,3,4,5
"2016-09-02",NA,5,8,9
"2016-09-03",NA,4,9,12
"2016-09-04",NA,4,8,13
"2016-09-05",NA,2,6,10
"2016-09-06",NA,4,6,10
"2016-09-07",NA,2,6,8
"2016-09-08",NA,5,7,11
"2016-09-09",NA,2,7,9
"2016-09-10",NA,2,4,9
"2016-09-11",NA,2,4,6
"2016-09-12",NA,5,7,9
"2016-09-13",NA,8,13,15
"2016-09-14",NA,8,16,21
"2016-09-15",NA,7,15,23
"2016-09-16",NA,1,8,16
"2016-09-17",NA,1,2,9
"2016-09-18",NA,1,2,3
"2016-09-19",NA,3,4,5
"2016-09-20",NA,1,4,5
"2016-09-21",NA,5,6,9
"2016-09-22",NA,7,12,13
"2016-09-23",NA,2,9,14
"2016-09-24",NA,4,6,13
"2016-09-25",NA,2,6,8
"2016-09-26",NA,1,3,7
"2016-09-27",NA,3,4,6
"2016-09-28",NA,6,9,10
"2016-09-29",NA,7,13,16
"2016-09-30",NA,7,14,20
"2016-10-01",NA,3,10,17
"2016-10-02",NA,4,7,14
"2016-10-03",NA,4,8,11
"2016-10-04",NA,3,7,11
"2016-10-05",NA,3,6,10
"2016-10-06",NA,3,6,9
"2016-10-07",NA,8,11,14
"2016-10-08",NA,3,11,14
"2016-10-09",NA,0,3,11
"2016-10-10",NA,0,0,3
"2016-10-11",NA,5,5,5
"2016-10-12",NA,7,12,12
"2016-10-13",NA,2,9,14
"2016-10-14",NA,10.5,12.5,19.5
"2016-10-15",NA,0,10.5,12.5
"2016-10-16",NA,8,8,18.5
"2016-10-17",NA,1,9,9
"2016-10-18",NA,0,1,9
"2016-10-19",NA,1,1,2
"2016-10-20",NA,5,6,6
"2016-10-21",NA,3,8,9
"2016-10-22",NA,6,9,14
"2016-10-23",NA,3,9,12
"2016-10-24",NA,2,5,11
"2016-10-25",NA,0,2,5
"2016-10-26",NA,4,4,6
"2016-10-27",NA,1,5,5
"2016-10-28",NA,3,4,8
"2016-10-29",NA,2,5,6
"2016-10-30",NA,2,4,7
"2016-10-31",NA,2,4,6
"2016-11-01",14,2,4,6
"2016-11-02",20,6,8,10
"2016-11-03",22,5,11,13
"2016-11-04",19,3,8,14
"2016-11-05",11,0,3,8
"2016-11-06",10,0,0,3
"2016-11-07",7,0,0,0
"2016-11-08",-5,0,0,0
"2016-11-09",-8,0,0,0
"2016-11-10",-7,4,4,4
"2016-11-11",-8,0,4,4
"2016-11-12",-7,1,1,5
"2016-11-13",-7,1,2,2
"2016-11-14",-5,5,6,7
"2016-11-15",-1,6,11,12
"2016-11-16",-1,1,7,12
"2016-11-17",-1,0,1,7
"2016-11-18",-3,1,1,2
"2016-11-19",2,5,6,6
"2016-11-20",7,5,10,11
"2016-11-21",10,3,8,13
"2016-11-22",25,16,19,24
"2016-11-23",30,5,21,24
"2016-11-24",53,23,28,44
"2016-11-25",56,4,27,32
"2016-11-26",65,9,13,36
"2016-11-27",67,2,11,15
"2016-11-28",68,1,3,12
"2016-11-29",69,2,3,5
"2016-11-30",69,0,2,3
"2016-12-01",68,2,2,4
"2016-12-02",77,9,11,11
"2016-12-03",80,3,12,14
"2016-12-04",80,1,4,13
"2016-12-05",80,1,2,5
"2016-12-06",80,0,1,2
"2016-12-07",76,0,0,1
"2016-12-08",76,0,0,0
"2016-12-09",80,4,4,4
"2016-12-10",81,1,5,5
"2016-12-11",80,0,1,5
"2016-12-12",80,0,0,1
"2016-12-13",75,0,0,0
"2016-12-14",77,2,2,2
"2016-12-15",76,0,2,2
"2016-12-16",73,0,0,2
"2016-12-17",77,4,4,4
"2016-12-18",86,10,14,14
"2016-12-19",103,17,27,31
"2016-12-20",110,8,25,35
"2016-12-21",115,5,13,30
"2016-12-22",128,13,18,26
"2016-12-23",128,1,14,19
"2016-12-24",128,0,1,14
"2016-12-25",127,1,1,2
"2016-12-26",135,8,9,9
"2016-12-27",142,7,15,16
"2016-12-28",143,1,8,16
"2016-12-29",170,27,28,35
"2016-12-30",164,1,28,29
"2016-12-31",172,8,9,36
"2017-01-01",168,0,8,9
"2017-01-02",168,1,1,9
"2017-01-03",168,3,4,4
"2017-01-04",170,4,7,8
"2017-01-05",175,5,9,12
"2017-01-06",177,2,7,11
"2017-01-07",174,0,2,7
"2017-01-08",176,3,3,5
"2017-01-09",184,8,11,11
"2017-01-10",184,0,8,11
"2017-01-11",183,1,1,9
"2017-01-12",184,2,3,3
"2017-01-13",187,3,5,6
"2017-01-14",189,2,5,7
"2017-01-15",190,1,3,6
"2017-01-16",205,15,16,18
"2017-01-17",234,29,44,45
"2017-01-18",248,14,43,58
"2017-01-19",249,1,15,44
"2017-01-20",250,1,2,16
"2017-01-21",250,1,2,3
"2017-01-22",254,5,6,7
"2017-01-23",254,3,8,9
"2017-01-24",252,1,4,9
"2017-01-25",254,3,4,7
"2017-01-26",246,1,4,5
"2017-01-27",248,6,7,10
"2017-01-28",253,12,18,19
"2017-01-29",268,16,28,34
"2017-01-30",268,4,20,32
"2017-01-31",268,3,7,23
"2017-02-01",270,4,7,11
"2017-02-02",275,7,11,14
"2017-02-03",276,1,8,12
"2017-02-04",282,6,7,14
"2017-02-05",289,7,13,14
"2017-02-06",293,5,12,18
"2017-02-07",290,0,5,12
"2017-02-08",294,8,8,13
"2017-02-09",324,32,40,40
"2017-02-10",323,2,34,42
"2017-02-11",313,3,5,37
"2017-02-12",327,16,19,21
"2017-02-13",331,10,26,29
"2017-02-14",343,12,22,38
"2017-02-15",352,11,23,33
"2017-02-16",350,8,19,31
"2017-02-17",354,6,14,25
"2017-02-18",357,5,11,19
"2017-02-19",357,2,7,13
"2017-02-20",365,8,10,15
"2017-02-21",360,2,10,12
"2017-02-22",360,5,7,15
"2017-02-23",364,9,14,16
"2017-02-24",359,1,10,15
"2017-02-25",369,14,15,24
"2017-02-26",367,5,19,20
"2017-02-27",369,3,8,22
"2017-02-28",364,6,9,14
"2017-03-01",356,6,12,15
"2017-03-02",373,18,24,30
"2017-03-03",391,20,38,44
"2017-03-04",392,9,29,47
"2017-03-05",398,9,18,38
"2017-03-06",389,0,9,18
"2017-03-07",398,10,10,19
"2017-03-08",392,4,14,14
"2017-03-09",397,9,13,23
"2017-03-10",402,8,17,21
"2017-03-11",422,21,29,38
"2017-03-12",417,6,27,35
"2017-03-13",430,13,19,40
"2017-03-14",442,14,27,33
"2017-03-15",443,10,24,37
"2017-03-16",437,4,14,28
"2017-03-17",460,23,27,37
"2017-03-18",459,10,33,37
"2017-03-19",457,2,12,35
"2017-03-20",470,14,16,26
"2017-03-21",481,11,25,27
"2017-03-22",479,2,13,27
"2017-03-23",486,12,14,25
"2017-03-24",496,10,22,24
"2017-03-25",490,1,11,23
"2017-03-26",501,11,12,22
"2017-03-27",494,3,14,15
"2017-03-28",503,11,14,25
"2017-03-29",517,16,27,30
"2017-03-30",505,5,21,32
"2017-03-31",514,12,17,33
"2017-04-01",515,7,19,24
"2017-04-02",517,6,13,25
"2017-04-03",520,7,13,20
"2017-04-04",526,7,14,20
"2017-04-05",530,8,15,22
"2017-04-06",539,12,20,27
"2017-04-07",547,9,21,29
"2017-04-08",527,0,9,21
"2017-04-09",530,5,5,14
"2017-04-10",531,2,7,7
"2017-04-11",540,12,14,19
"2017-04-12",542,3,15,17
"2017-04-13",547,5,8,20
"2017-04-14",539,1,6,9
"2017-04-15",538,3,4,9
"2017-04-16",549,13,16,17
"2017-04-17",549,2,15,18
"2017-04-18",549,1,3,16
"2017-04-19",549,4,5,7
"2017-04-20",544,1,5,6
"2017-04-21",548,14,15,19
"2017-04-22",560,13,27,28
"2017-04-23",555,4,17,31
"2017-04-24",552,5,9,22
"2017-04-25",550,8,13,17
"2017-04-26",541,0,8,13
"2017-04-27",530,3,3,11
"2017-04-28",523,6,9,9
"2017-04-29",533,14,20,23
"2017-04-30",526,3,17,23
"2017-05-01",NA,12,15,29
"2017-05-02",NA,13,25,28
"2017-05-03",NA,0,13,25
"2017-05-04",NA,1,1,14
"2017-05-05",NA,1,2,2
"2017-05-06",NA,3,4,5
"2017-05-07",NA,14,17,18
"2017-05-08",NA,3,17,20
"2017-05-09",NA,12,15,29
"2017-05-10",NA,10,22,25
"2017-05-11",NA,2,12,24
"2017-05-12",NA,5,7,17
"2017-05-13",NA,1,6,8
"2017-05-14",NA,1,2,7
"2017-05-15",NA,1,2,3
"2017-05-16",NA,0,1,2
"2017-05-17",NA,5,5,6
"2017-05-18",NA,3,8,8
"2017-05-19",NA,6,9,14
"2017-05-20",NA,8,14,17
"2017-05-21",NA,8,16,22
"2017-05-22",NA,5,13,21
"2017-05-23",NA,0,5,13
"2017-05-24",NA,0,0,5
"2017-05-25",NA,0,0,0
"2017-05-26",NA,1,1,1
"2017-05-27",NA,1,2,2
"2017-05-28",NA,0,1,2
"2017-05-29",NA,0,0,1
"2017-05-30",NA,0,0,0
"2017-05-31",NA,0,0,0
"2017-06-01",NA,0,0,0
"2017-06-02",NA,1,1,1
"2017-06-03",NA,0,1,1
"2017-06-04",NA,0,0,1
"2017-06-05",NA,1,1,1
"2017-06-06",NA,1,2,2
"2017-06-07",NA,2,3,4
"2017-06-08",NA,0,2,3
"2017-06-09",NA,0,0,2
"2017-06-10",NA,1,1,1
"2017-06-11",NA,1,2,2
"2017-06-12",NA,0,1,2
"2017-06-13",NA,2,2,3
"2017-06-14",NA,1,3,3
"2017-06-15",NA,0,1,3
"2017-06-16",NA,0,0,1
"2017-06-17",NA,0,0,0
"2017-06-18",NA,0,0,0
"2017-06-19",NA,0,0,0
"2017-06-20",NA,0,0,0
"2017-06-21",NA,0,0,0
"2017-06-22",NA,2,2,2
"2017-06-23",NA,1,3,3
"2017-06-24",NA,2,3,5
"2017-06-25",NA,2,4,5
"2017-06-27",NA,2.16666666666667,4.16666666666667,5.16666666666667
"2017-06-28",NA,4,6.16666666666667,8.16666666666667
"2017-06-29",NA,2,6,8.16666666666667
"2017-06-30",NA,2,4,8
"2017-07-01",NA,1,3,5
"2017-07-02",NA,1,2,4
"2017-07-03",NA,2,3,4
"2017-07-04",NA,4,6,7
"2017-07-05",NA,9,13,15
"2017-07-06",NA,10,19,23
"2017-07-07",NA,3,13,22
"2017-07-08",NA,4,7,17
"2017-07-09",NA,1,5,8
"2017-07-10",NA,0,1,5
"2017-07-11",NA,2,2,3
"2017-07-12",NA,2,2,3
"2017-07-13",NA,2,4,4
"2017-07-14",NA,0,2,4
"2017-07-15",NA,0,0,2
"2017-07-16",NA,1,1,1
"2017-07-17",NA,3,4,4
"2017-07-18",NA,4,7,8
"2017-07-19",NA,3,7,10
"2017-07-20",NA,1,4,8
"2017-07-21",NA,0,1,4
"2017-07-22",NA,0,0,1
"2017-07-23",NA,0,0,0
"2017-07-24",NA,6,6,6
"2017-07-25",NA,2,8,8
"2017-07-26",NA,2,4,10
"2017-07-27",NA,2,4,6
"2017-07-28",NA,2,4,6
"2017-07-29",NA,1,3,5
"2017-07-30",NA,1,2,4
"2017-07-31",NA,4,5,6
"2017-08-01",NA,0,4,5
"2017-08-02",NA,1,1,5
"2017-08-03",NA,3,4,4
"2017-08-04",NA,2,5,6
"2017-08-05",NA,2,4,7
"2017-08-06",NA,2,4,6
"2017-08-07",NA,1,3,5
"2017-08-08",NA,1,2,4
"2017-08-09",NA,3,4,5
"2017-08-10",NA,2,5,6
"2017-08-11",NA,1,3,6
"2017-08-12",NA,1,2,4
"2017-08-13",NA,0,1,2
"2017-08-14",NA,1,1,2
"2017-08-15",NA,1,2,2
"2017-08-16",NA,1,2,3
"2017-08-17",NA,1,2,3
"2017-08-18",NA,0,1,2
"2017-08-19",NA,1,1,2
"2017-08-20",NA,0,1,1
"2017-08-21",NA,0,0,1
"2017-08-22",NA,1,1,1
"2017-08-23",NA,0,1,1
"2017-08-24",NA,0,0,1
"2017-08-25",NA,0,0,0
"2017-08-26",NA,1,1,1
"2017-08-27",NA,2,3,3
"2017-08-28",NA,3,5,6
"2017-08-29",NA,2,5,7
"2017-08-30",NA,3,5,8
"2017-08-31",NA,3,6,8
"2017-09-01",NA,1,4,7
"2017-09-02",NA,3,4,7
"2017-09-03",NA,1,4,5
"2017-09-04",NA,3,4,7
"2017-09-05",NA,2,5,6
"2017-09-06",NA,1,3,6
"2017-09-07",NA,0,1,3
"2017-09-08",NA,1,1,2
"2017-09-09",NA,3,4,4
"2017-09-10",NA,0,3,4
"2017-09-11",NA,3,3,6
"2017-09-12",NA,0,3,3
"2017-09-13",NA,1,1,4
"2017-09-14",NA,2,3,3
"2017-09-15",NA,1,3,4
"2017-09-16",NA,1,2,4
"2017-09-17",NA,1,2,3
"2017-09-18",NA,0,1,2
"2017-09-19",NA,0,0,1
"2017-09-20",NA,1,1,1
